"question","answer"
"Les champs du formulaire sont-ils visuellement marqués comme obligatoires ?","L'image de la procédure ne montre pas de marqueurs visuels comme des astérisques."
"Le formulaire affiche-t-il des indications d'erreur en cas de mauvaise saisie ?","La procédure ne montre pas d'exemples de messages d'erreur."
"Le formulaire affiche-t-il des messages d'aide pour guider l'utilisateur ?","La procédure ne montre pas de messages d'aide intégrés au formulaire."
"Puis-je copier-coller mon mot de passe dans les champs ?","Techniquement oui, mais ce n'est pas recommandé pour des raisons de sécurité, car le mot de passe pourrait rester dans le presse-papiers."
"Le système détecte-t-il les mots de passe considérés comme faibles ?","La procédure ne le précise pas."
"Y a-t-il des exigences de complexité pour le mot de passe (majuscules, chiffres, etc.) ?","La procédure ne mentionne aucune exigence de complexité."
"Dois-je utiliser des caractères spéciaux dans mon mot de passe ?","La procédure ne l'exige pas, mais c'est une pratique recommandée pour renforcer la sécurité."
"Mon mot de passe peut-il contenir des caractères accentués ?","Cela dépend de la configuration du système ; la procédure ne donne pas cette information."
"Puis-je utiliser des emojis dans mon mot de passe ?","C'est très improbable, et la procédure ne le mentionne pas."
"Le système m'indique-t-il la force de mon nouveau mot de passe lors de la saisie ?","La procédure ne montre pas une telle fonctionnalité."
"Comment puis-je savoir si mon mot de passe est suffisamment sûr ?","Un mot de passe sûr combine des majuscules, des minuscules, des chiffres et des symboles, et évite les informations personnelles ou les mots courants."
"Que dois-je faire immédiatement après avoir changé mon mot de passe ?","Mémorisez-le, puis essayez de vous connecter avec pour vérifier qu'il fonctionne correctement."
"Dois-je informer quelqu'un que j'ai changé mon mot de passe ?","Non, absolument pas. Un mot de passe doit rester confidentiel."
"Le changement de mot de passe est-il enregistré dans un historique ?","C'est probable pour des raisons de sécurité et de traçabilité, mais la procédure ne le précise pas."
"Puis-je consulter l'historique de mes précédents changements de mot de passe ?","La procédure ne mentionne pas cette possibilité."
"Y a-t-il une limite au nombre de fois où je peux changer mon mot de passe ?","La procédure ne spécifie aucune limite."
"Puis-je changer mon mot de passe plusieurs fois dans la même journée ?","Techniquement, c'est probablement possible, bien que ce ne soit pas une action courante."
"Que faire si je suspecte que mon compte a été compromis ou piraté ?","Changez immédiatement votre mot de passe et informez sans délai le service informatique."
"Quelle est la fonction du module Risque de QUALIPRO ?","Le module Risque permet de gérer l'intégralité du cycle de vie des risques et opportunités de l'entreprise, de leur enregistrement à leur clôture."
"Qui sont les formateurs désignés pour le module Risque ?","Les formateurs sont Mahoumoudane et Moustapha MBAYE."
"Combien d'étapes principales le module Risque comporte-t-il ?","Le module Risque est structuré en 6 étapes principales : Page d'accueil, Enregistrement des Enjeux, Enregistrement des Risques, Évaluation, Clôture, et Reporting."
"Quelles sont les différentes étapes du module Risque ?","Les étapes sont : le Tableau de Bord, l'Enregistrement d'un Enjeu, l'Enregistrement d'un Risque, l'Évaluation d'un Risque, la Clôture d'un Risque, et le Reporting des risques."
"Qu'est-ce qu'un 'enjeu' dans le contexte de QUALIPRO ?","Un enjeu est un facteur interne ou externe qui peut influencer la capacité de l'organisation à atteindre ses objectifs."
"Comment QUALIPRO définit-il un 'risque' ?","Un risque est une menace ou une incertitude susceptible d'avoir un impact négatif sur les objectifs de l'organisation."
"Comment QUALIPRO définit-il une 'opportunité' ?","Une opportunité est une situation ou une circonstance favorable qui peut avoir un impact positif sur les objectifs de l'organisation."
"Comment peut-on accéder à la page d'enregistrement des enjeux ?","Il faut sélectionner le sous-menu 'Enjeux' dans le menu principal 'Risque Opportunité'."
"Où se trouve le menu 'Enjeux' ?","Il se trouve dans le menu 'Risque Opportunité', en tant que sous-menu."
"Que doit-on faire après avoir sélectionné le menu 'Enjeux' pour en créer un nouveau ?","Il faut cliquer sur le bouton 'Ajouter'."
"Quelles informations sont nécessaires pour enregistrer un nouvel enjeu ?","Il faut saisir sa nature, son type, le processus concerné, sa désignation, la date, et le site."
"Quels sont les champs à remplir pour un enjeu ?","Les champs sont : Nature de l'enjeu, Date, Type de l'enjeu, Site, Désignation, et Processus."
"Que doit-on faire une fois que les informations de l'enjeu sont saisies ?","Il faut cliquer sur le bouton 'Valider' pour l'enregistrer."
"Est-il possible de filtrer la liste des enjeux ?","Oui, on peut les filtrer par numéro, désignation, nature, plage de dates, et site."
"Quels sont les statuts possibles pour un enjeu ?","Les statuts de filtre sont : Tous, Clôturée, et Non Clôturée."
"Peut-on exporter la liste des enjeux ?","Oui, un bouton 'Exporter' est disponible pour cela."
"Peut-on supprimer un enjeu ?","Oui, un bouton 'Supprimer' permet de le faire."
"Comment accéder à la fonction d'enregistrement d'un nouveau risque ?","Il faut sélectionner le sous-menu 'Risque/Opportunité' dans le menu principal 'Risque Opportunité'."
"Que doit-on faire après avoir accédé au menu 'Risque/Opportunité' pour en créer un nouveau ?","Il faut cliquer sur le bouton 'Ajouter'."
"Quels sont les différents acteurs impliqués dans le processus de gestion des risques ?","Le service Qualité est impliqué dans l'enregistrement et la clôture, tandis que le Responsable du Risque gère l'évaluation, la décision et le plan d'action."
"Qui est en charge de l'enregistrement initial du risque dans le système ?","C'est le service Qualité qui effectue l'enregistrement initial."
"Qui est responsable de l'évaluation du risque ?","Le Responsable du Risque désigné est en charge de son évaluation."
"Qui prend la décision sur la manière de traiter le risque ?","C'est le Responsable du Risque qui prend la décision."
"Qui est en charge de la clôture finale du risque ?","C'est le service Qualité qui procède à la clôture."
"Quelles sont les grandes étapes du processus de gestion des risques ?","Les étapes sont : Enregistrement, Réception et Évaluation Brute, Décision, Plan d'Action, Évaluation Résiduelle, et Suivi/Clôture."
"Qu'est-ce que l'évaluation brute d'un risque ?","C'est l'évaluation initiale du niveau du risque, réalisée avant la mise en place de toute action de maîtrise."
"Qu'est-ce que l'évaluation résiduelle d'un risque ?","C'est l'évaluation du niveau du risque qui subsiste après la mise en œuvre du plan d'action."
"Que doit-on définir en premier lieu lors de l'enregistrement d'un nouveau point ?","Il faut définir s'il s'agit d'une menace (un risque) ou d'une opportunité."
"Quelles sont les informations essentielles à saisir pour un risque ?","Il faut renseigner la date, l'objectif, l'objet de l'incertitude, la cause, l'événement, l'enjeu, le domaine, le type d'impact, le site et le processus."
"Quels sont les champs obligatoires pour l'enregistrement d'un risque ?","Les champs obligatoires sont notamment l'Objet d'incertitude, l'Objectif, la Source/Cause, l'Événement/Contexte, l'Enjeu/Conséquence, et le Domaine de risque."
"Comment peut-on différencier un risque d'une opportunité lors de la saisie ?","On le fait en sélectionnant le bouton radio correspondant, soit 'Risque', soit 'Opportunité'."
"Est-il possible de filtrer les risques par leur statut ?","Oui, on peut filtrer par 'Tous', 'Non Clôturée', ou 'Clôturée'."
"Peut-on filtrer les risques par leur type ?","Oui, on peut choisir de n'afficher que les 'Risques' ou que les 'Opportunités'."
"Quels sont les principaux champs de recherche disponibles pour les risques ?","On peut rechercher par numéro, plage de dates, objet d'incertitude, objectif, site, et décision."
"Comment le responsable est-il informé qu'il doit évaluer un risque ?","Il reçoit une alerte 'Risque' sur sa page d'accueil QUALIPRO."
"Où peut-on trouver la liste des risques qui nécessitent une évaluation ?","Il faut cliquer sur l'alerte intitulée 'Liste d'évaluation des risques/Opportunité résiduelles/brutes'."
"Que doit faire le responsable après avoir cliqué sur l'alerte de risque ?","Il doit sélectionner le risque concerné dans la liste qui s'affiche."
"Quels sont les trois critères principaux pour l'évaluation d'un risque ?","Les critères sont : l'Impact, le Niveau de Maîtrise, et la Probabilité."
"Comment évalue-t-on concrètement un risque ?","On procède à l'évaluation en attribuant une note ou un niveau à chacun des critères (Impact, Probabilité, Maîtrise)."
"Comment le score de criticité d'un risque est-il calculé ?","Le score est calculé automatiquement par le système, en se basant sur une formule qui a été paramétrée au préalable."
"Que signifie le critère 'Impact' dans l'évaluation ?","Il représente l'ampleur des conséquences si le risque venait à se matérialiser (ex: Significatif, Modéré, Mineur)."
"Que signifie le critère 'Probabilité' ?","Il représente la vraisemblance que le risque se produise (ex: Très Fréquent, Rare)."
"Que signifie le critère 'Niveau de Maîtrise' ?","Il évalue l'efficacité des contrôles déjà en place pour gérer le risque (ex: Acceptable, Faible/Défectueux)."
"Que faut-il faire une fois que l'on a évalué tous les critères ?","Il faut cliquer sur le bouton 'Valider' pour enregistrer l'évaluation."
"Quelles sont les décisions possibles après avoir réalisé l'évaluation brute d'un risque ?","On peut décider d'accepter, d'atténuer, de maîtriser ou d'éliminer le risque."
"Quelles sont les quatre décisions possibles face à un risque ?","Les quatre décisions sont : Accepter, Atténuer, Maîtriser, ou Éliminer le risque."
"Que signifie la décision 'Accepter' un risque ?","Cela signifie que l'on décide de ne prendre aucune mesure particulière et de vivre avec le risque."
"Que signifie la décision 'Atténuer' un risque ?","Cela signifie que l'on va mettre en place des actions pour réduire son impact ou sa probabilité."
"Que signifie la décision 'Maîtriser' un risque ?","Cela signifie que l'on va mettre en place des mesures de contrôle pour le gérer et le maintenir à un niveau acceptable."
"Que signifie la décision 'Éliminer' un risque ?","Cela signifie que l'on va prendre des mesures pour supprimer complètement la source du risque."
"Est-il nécessaire de justifier la décision prise concernant un risque ?","Oui, il est obligatoire d'ajouter un commentaire pour justifier la décision."
"Le système demande-t-il une confirmation avant d'ajouter les décisions ?","Oui, un message de confirmation apparaît, demandant si l'on veut ajouter les décisions et les actions nécessaires."
"Quels sont les deux boutons de la fenêtre de confirmation ?","Les deux boutons sont 'OUI' et 'NON'."
"Que se passe-t-il si l'on clique sur 'OUI' dans la fenêtre de confirmation ?","Le système permet alors d'ajouter une décision et de définir un plan d'action."
"Dans quelle rubrique de la fiche risque saisit-on la décision ?","La décision est saisie dans la rubrique 'Décision'."
"Peut-on ajouter un commentaire pour détailler la décision ?","Oui, un champ 'Commentaire' est prévu à cet effet."
